cod_uf,cod_municipio,dsc_municipio,num_cnae,dsc_setor_1,dsc_setor_2,dsc_programa,dsc_linha_financiamento,dsc_atividade,dsc_porte,dsc_finalidade,num_operacao_contratada,vlr_contrato,dsc_fonte,num_ano,Tipologia_do_Municipio,Semiarido
DF,5300108,BRASILIA,Comércio varejista de hortifrutigranjeiros,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno-Médio,Custeio isolado/ Comercialização,1,995000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,757000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de materiais de construção não especificados anteriormente,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,370000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Instalação e manutenção elétrica,Empresarial,Comércio e Serviços,-,Comércio e Serviços,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,Pequeno-Médio,Custeio isolado/ Comercialização,1,1600000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Empresarial,Comércio e Serviços,-,Comércio e Serviços,TRANSPORTE TERRESTRE,Pequeno,Custeio isolado/ Comercialização,1,610000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",Empresarial,Comércio e Serviços,-,Comércio e Serviços,TRANSPORTE TERRESTRE,Pequeno,Custeio isolado/ Comercialização,1,439000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",Empresarial,Turismo,-,Turismo Regional,TRANSPORTE TERRESTRE,Pequeno-Médio,Investimento,1,498250,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Treinamento em desenvolvimento profissional e gerencial,Empresarial,Comércio e Serviços,-,Comércio e Serviços,EDUCAÇÃO,Pequeno,Custeio isolado/ Comercialização,1,834639.96,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno-Médio,Capital de Giro Isolado,1,300000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Padaria e confeitaria com predominância de revenda,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,53626.95,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio atacadista de artigos de armarinho,Empresarial,Comércio e Serviços,-,Comércio e Serviços,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Médio I,Custeio isolado/ Comercialização,1,219310,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Fabricação de sorvetes e outros gelados comestíveis,Empresarial,Comércio e Serviços,-,Comércio e Serviços,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Pequeno,Custeio isolado/ Comercialização,1,134500,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Padaria e confeitaria com predominância de revenda,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,100000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de materiais de construção em geral,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,170800,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de outros artigos usados,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,114744,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividades de contabilidade,Empresarial,Comércio e Serviços,-,Comércio e Serviços,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",Pequeno,Custeio isolado/ Comercialização,1,55243.5,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Fabricação de outros produtos alimentícios não especificados anteriormente,Empresarial,Industrial,-,Desenvolvimento Industrial,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Grande,Investimento,1,10724220,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de tecidos,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Capital de Giro Isolado,1,150000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de artigos de papelaria,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,160000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de ferragens e ferramentas,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,338000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,Pequeno-Médio,Custeio isolado/ Comercialização,1,421671.9,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Restaurantes e similares,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALIMENTAÇÃO,Pequeno-Médio,Custeio isolado/ Comercialização,1,1769400,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividade odontológica,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,Pequeno,Custeio isolado/ Comercialização,1,270000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de plantas e flores naturais,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,69090,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comercio varejista de artigos de armarinho,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,172711.6,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Padaria e confeitaria com predominância de revenda,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,354658.38,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de mercadorias em lojas de conveniência,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,101141.5,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Capital de Giro Isolado,1,230000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",Empresarial,Comércio e Serviços,-,Comércio e Serviços,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,Pequeno-Médio,Investimento,1,343500,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Obras de terraplenagem,Empresarial,Industrial,-,Desenvolvimento Industrial,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,Pequeno,Capital de Giro Isolado,1,356200,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Serviços de comunicação multimídia - SCM,Empresarial,Comércio e Serviços,-,Comércio e Serviços,TELECOMUNICAÇÕES,Médio I,Capital de Giro Isolado,1,498000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Ensino médio,Empresarial,Comércio e Serviços,-,Comércio e Serviços,EDUCAÇÃO,Pequeno,Investimento,2,461166.35,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Restaurantes e similares,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALIMENTAÇÃO,Pequeno,Custeio isolado/ Comercialização,1,84695,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Agenciamento de cargas, exceto para o transporte marítimo",Empresarial,Comércio e Serviços,-,Comércio e Serviços,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,Pequeno,Custeio isolado/ Comercialização,1,103990,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comercio varejista de artigos de armarinho,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,302400,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Capital de Giro Isolado,1,150000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Empresarial,Comércio e Serviços,-,Comércio e Serviços,TRANSPORTE TERRESTRE,Médio I,Custeio isolado/ Comercialização,1,499000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Empresarial,Industrial,-,Desenvolvimento Industrial,ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS,Pequeno,Investimento,1,259000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividade odontológica,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,Pequeno,Investimento,2,149448.19,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio atacadista de produtos de higiene pessoal,Empresarial,Comércio e Serviços,-,Comércio e Serviços,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Pequeno,Investimento,1,220000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno-Médio,Custeio isolado/ Comercialização,1,399678,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Lanchonetes, casas de chá, de sucos e similares",Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALIMENTAÇÃO,Pequeno,Custeio isolado/ Comercialização,1,17026.2,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Manutenção e reparação de geradores, transformadores e motores elétricos",Empresarial,Comércio e Serviços,-,Comércio e Serviços,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Pequeno,Custeio isolado/ Comercialização,1,137800,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Restaurantes e similares,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALIMENTAÇÃO,Pequeno,Custeio isolado/ Comercialização,1,399814.99,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Serviços de manutenção e reparação mecânica de veículos automotores,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Pequeno,Custeio isolado/ Comercialização,1,260090,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de móveis,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,121034,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno-Médio,Investimento,1,1359949.5,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio atacadista de produtos alimentícios em geral,Empresarial,Comércio e Serviços,-,Comércio e Serviços,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Pequeno-Médio,Custeio isolado/ Comercialização,1,226722.28,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Edição de livros,Empresarial,Industrial,-,Desenvolvimento Industrial,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,Pequeno,Investimento,1,496000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,Pequeno,Custeio isolado/ Comercialização,1,202798.37,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de artigos médicos e ortopédicos,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno-Médio,Custeio isolado/ Comercialização,1,121011,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Lanchonetes, casas de chá, de sucos e similares",Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALIMENTAÇÃO,Pequeno-Médio,Custeio isolado/ Comercialização,1,136340.1,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de materiais de construção em geral,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Capital de Giro Isolado,1,100000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de material elétrico,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Capital de Giro Isolado,1,200000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Desenvolvimento de programas de computador sob encomenda,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,Médio I,Capital de Giro Isolado,1,499000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Fabricação de gelo comum,Empresarial,Industrial,-,Desenvolvimento Industrial,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Pequeno,Investimento,1,40000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Padaria e confeitaria com predominância de revenda,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno-Médio,Capital de Giro Isolado,1,185042.03,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Restaurantes e similares,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALIMENTAÇÃO,Pequeno,Capital de Giro Isolado,1,50000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Serviços de comunicação multimídia - SCM,Empresarial,Industrial,-,Desenvolvimento Industrial,TELECOMUNICAÇÕES,Pequeno-Médio,Capital de Giro Isolado,1,400000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Serviços de engenharia,Empresarial,Comércio e Serviços,-,Comércio e Serviços,SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS,Pequeno,Capital de Giro Isolado,1,85000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio atacadista de materiais de construção em geral,Empresarial,Comércio e Serviços,-,Comércio e Serviços,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Pequeno,Investimento,1,790000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de artigos do vestuário e acessórios,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Capital de Giro Isolado,1,90000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Obras de alvenaria,Empresarial,Comércio e Serviços,-,Comércio e Serviços,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,Pequeno,Investimento,1,300000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Restaurantes e similares,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALIMENTAÇÃO,Pequeno,Capital de Giro Isolado,1,250000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Serviços de arquitetura,Empresarial,Industrial,-,Desenvolvimento Industrial,SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS,Pequeno,Capital de Giro Isolado,1,54000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Agenciamento de cargas, exceto para o transporte marítimo",Empresarial,Comércio e Serviços,-,Comércio e Serviços,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,Pequeno,Custeio isolado/ Comercialização,1,230000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividade odontológica,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,Pequeno,Capital de Giro Isolado,1,158000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de artigos médicos e ortopédicos,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Capital de Giro Isolado,1,350000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Capital de Giro Isolado,1,90000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",Empresarial,Comércio e Serviços,-,Comércio e Serviços,"ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",Pequeno,Capital de Giro Isolado,1,105000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Desenvolvimento de programas de computador sob encomenda,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,Pequeno,Custeio isolado/ Comercialização,1,494929,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Educação infantil - pré-escola,Empresarial,Comércio e Serviços,-,Comércio e Serviços,EDUCAÇÃO,Pequeno,Capital de Giro Isolado,1,200000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",Empresarial,Comércio e Serviços,-,Comércio e Serviços,FABRICAÇÃO DE PRODUTOS DE MADEIRA,Pequeno,Investimento,1,476000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Horticultura, exceto morango",Empresarial,Comércio e Serviços,-,Comércio e Serviços,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS",Pequeno,Capital de Giro Isolado,1,250000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Lavanderias,Empresarial,Comércio e Serviços,-,Comércio e Serviços,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS,Pequeno,Capital de Giro Isolado,1,35000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Reforma de pneumáticos usados,Empresarial,Comércio e Serviços,-,Comércio e Serviços,FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,Pequeno,Custeio isolado/ Comercialização,1,104963.6,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio a varejo de peças e acessórios novos para veículos automotores,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Pequeno,Investimento,2,298066.6,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de materiais de construção em geral,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Investimento,1,170000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Ensino fundamental,Empresarial,Comércio e Serviços,-,Comércio e Serviços,EDUCAÇÃO,Pequeno,Custeio isolado/ Comercialização,1,129999.4,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Empresarial,Comércio e Serviços,-,Comércio e Serviços,TRANSPORTE TERRESTRE,Pequeno-Médio,Custeio isolado/ Comercialização,2,559865.89,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",Empresarial,Comércio e Serviços,-,Comércio e Serviços,TRANSPORTE TERRESTRE,Pequeno,Custeio isolado/ Comercialização,1,495000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividades de condicionamento físico,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER,Pequeno,Custeio isolado/ Comercialização,1,465866.81,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de materiais de construção não especificados anteriormente,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,122000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Impressão de livros, revistas e outras publicações periódicas",Empresarial,Industrial,-,Desenvolvimento Industrial,IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,Médio I,Investimento,1,294000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS,Pequeno,Custeio isolado/ Comercialização,1,1084850,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Cabeleireiros, manicure e pedicure",Empresarial,Comércio e Serviços,-,Comércio e Serviços,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS,Pequeno,Custeio isolado/ Comercialização,1,200000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de móveis,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,170170,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Impressão de material para uso publicitário,Empresarial,Comércio e Serviços,-,Comércio e Serviços,IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,Pequeno,Custeio isolado/ Comercialização,1,143000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno-Médio,Custeio isolado/ Comercialização,1,496094.55,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS,Pequeno,Custeio isolado/ Comercialização,1,1050000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividades de profissionais da área de saúde não especificadas anteriormente,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,Pequeno,Custeio isolado/ Comercialização,1,400000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Construção de edifícios,Empresarial,Comércio e Serviços,-,Comércio e Serviços,CONSTRUÇÃO DE EDIFÍCIOS,Pequeno,Custeio isolado/ Comercialização,1,499000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Fabricação de móveis com predominância de madeira,Empresarial,Industrial,-,Desenvolvimento Industrial,FABRICAÇÃO DE MÓVEIS,Pequeno-Médio,Investimento,1,870884.55,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Fabricação de produtos de panificação industrial,Empresarial,Comércio e Serviços,-,Comércio e Serviços,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Pequeno,Custeio isolado/ Comercialização,1,129000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Serviços de ressonância magnética,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,Pequeno-Médio,Custeio isolado/ Comercialização,1,5850000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",Empresarial,Comércio e Serviços,-,Comércio e Serviços,TRANSPORTE TERRESTRE,Pequeno,Custeio isolado/ Comercialização,1,257285.31,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Aluguel de máquinas e equipamentos para escritório,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS,Pequeno,Custeio isolado/ Comercialização,1,499000,FCO,2024,Alta Renda e Baixo Dinamismo,não
