cod_uf,cod_municipio,dsc_municipio,num_cnae,dsc_setor_1,dsc_setor_2,dsc_programa,dsc_linha_financiamento,dsc_atividade,dsc_porte,dsc_finalidade,num_operacao_contratada,vlr_contrato,dsc_fonte,num_ano,Tipologia_do_Municipio,Semiarido
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,126000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno-Médio,Investimento,1,645750,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,350000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,85000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno-Médio,Investimento,2,441000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,429999.84,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Médio I,Investimento,1,295000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,210000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,499000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno-Médio,Investimento,1,210000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,1395000.8,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Empresarial,Energia PF,-,Financiamento de Minigeração Elétrica PF,Pessoa Fisica,Mini/Micro,Investimento,1,11300,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,FCO Verde Conservação da Natureza,Pessoa Fisica,Pequeno-Médio,Investimento,1,499824.36,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,FCO Verde Conservação da Natureza,Pessoa Fisica,Pequeno,Investimento,1,430000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Empresarial,Energia PF,-,Financiamento de Minigeração Elétrica PF,Pessoa Fisica,Mini/Micro,Investimento,1,12150,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,FCO Verde Conservação da Natureza,Pessoa Fisica,Pequeno-Médio,Investimento,1,404725.35,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Mini/Micro,Investimento,1,282000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,225000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,FCO Verde Conservação da Natureza,Pessoa Fisica,Pequeno-Médio,Investimento,1,499919.59,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Mini/Micro,Investimento,1,137500,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,129420,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno-Médio,Investimento,1,2385000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,1240282.8,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,185000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno-Médio,Investimento,1,297000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno-Médio,Investimento,1,105673.5,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,377800,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno-Médio,Investimento,1,380000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,376000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,400000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,499000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno-Médio,Investimento,1,1912000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,-,Rural,Rural,-,Desenvolvimento Rural,-,Pequeno-Médio,Investimento,1,1493820,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,70500,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,86000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,50000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Mini/Micro,Investimento,1,389000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,-,Rural,Rural,-,Desenvolvimento Rural,-,Pequeno,Investimento,1,16016999.96,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,185000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,499999.9,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,65000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno-Médio,Investimento,1,344000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,22713.6,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,22713.6,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,135315,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno-Médio,Investimento,1,56922.4,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,400000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,149800,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,166500,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,-,Rural,Rural,-,Desenvolvimento Rural,-,Pequeno,Investimento,2,195079.43,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno-Médio,Investimento,1,900000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Pequeno,Investimento,1,400000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,-,Rural,Rural,-,Desenvolvimento Rural,-,Pequeno,Investimento,1,1251000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Pessoa Fisica,Rural,Rural,-,Desenvolvimento Rural,Pessoa Fisica,Mini/Micro,Investimento,1,319000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,-,Rural,Rural,-,Desenvolvimento Rural,-,Pequeno,Investimento,1,320000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Empresarial,Comércio e Serviços,-,Comércio e Serviços,TRANSPORTE TERRESTRE,Pequeno,Custeio isolado/ Comercialização,1,6645365.96,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio atacadista de produtos odontológicos,Empresarial,Comércio e Serviços,-,Comércio e Serviços,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Pequeno,Capital de Giro Isolado,1,30000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de materiais de construção em geral,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno-Médio,Capital de Giro Isolado,1,499000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio atacadista de produtos odontológicos,Empresarial,Comércio e Serviços,-,Comércio e Serviços,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Pequeno,Capital de Giro Isolado,1,380000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS,Pequeno,Custeio isolado/ Comercialização,1,435000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividades de franqueadas e permissionárias do Correio Nacional,Empresarial,Comércio e Serviços,-,Comércio e Serviços,CORREIO E OUTRAS ATIVIDADES DE ENTREGA,Pequeno,Custeio isolado/ Comercialização,1,91528.75,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Lanchonetes, casas de chá, de sucos e similares",Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALIMENTAÇÃO,Pequeno,Custeio isolado/ Comercialização,1,116721.54,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Padaria e confeitaria com predominância de revenda,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,116000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Serviços de usinagem, torneiria e solda",Empresarial,Comércio e Serviços,-,Comércio e Serviços,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS",Pequeno,Custeio isolado/ Comercialização,1,286000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,49923.59,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",Empresarial,Comércio e Serviços,-,Comércio e Serviços,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,Pequeno,Custeio isolado/ Comercialização,1,102826.55,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Comércio a varejo de automóveis, camionetas e utilitários novos",Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Pequeno,Custeio isolado/ Comercialização,1,968500,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Construção de rodovias e ferrovias,Empresarial,Comércio e Serviços,-,Comércio e Serviços,OBRAS DE INFRAESTRUTURA,Pequeno-Médio,Custeio isolado/ Comercialização,1,4696409.2,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Restaurantes e similares,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALIMENTAÇÃO,Pequeno,Custeio isolado/ Comercialização,1,210000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,Pequeno-Médio,Custeio isolado/ Comercialização,1,163478.34,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Incorporação de empreendimentos imobiliários,Empresarial,Comércio e Serviços,-,Comércio e Serviços,CONSTRUÇÃO DE EDIFÍCIOS,Pequeno,Custeio isolado/ Comercialização,1,820000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Comércio varejista de artigos de caça, pesca e camping",Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,213377.72,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividade odontológica,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,Pequeno,Custeio isolado/ Comercialização,1,499850,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Capital de Giro Isolado,1,200000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Serviços de comunicação multimídia - SCM,Empresarial,Comércio e Serviços,-,Comércio e Serviços,TELECOMUNICAÇÕES,Pequeno-Médio,Capital de Giro Isolado,1,300000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Serviços de redes de transporte de telecomunicações - SRTT,Empresarial,Industrial,-,Desenvolvimento Industrial,TELECOMUNICAÇÕES,Pequeno,Capital de Giro Isolado,1,450000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Obras de terraplenagem,Empresarial,Comércio e Serviços,-,Comércio e Serviços,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,Pequeno-Médio,Custeio isolado/ Comercialização,1,423000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de produtos saneantes domissanitários,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,117000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Ensino fundamental,Empresarial,Comércio e Serviços,-,Comércio e Serviços,EDUCAÇÃO,Pequeno-Médio,Custeio isolado/ Comercialização,1,175500,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Ensino fundamental,Empresarial,Comércio e Serviços,-,Comércio e Serviços,EDUCAÇÃO,Pequeno,Custeio isolado/ Comercialização,1,406047.75,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Padaria e confeitaria com predominância de revenda,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno-Médio,Custeio isolado/ Comercialização,1,175500,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",Empresarial,Comércio e Serviços,-,Comércio e Serviços,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Médio I,Custeio isolado/ Comercialização,1,118993,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,127791.73,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,103500,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio a varejo de peças e acessórios novos para veículos automotores,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Pequeno,Custeio isolado/ Comercialização,1,99745.68,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de gás liqüefeito de petróleo (GLP),Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno-Médio,Custeio isolado/ Comercialização,1,412000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de lubrificantes,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Custeio isolado/ Comercialização,1,99745.68,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Fabricação de outros produtos alimentícios não especificados anteriormente,Empresarial,Industrial,-,Desenvolvimento Industrial,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Grande,Investimento,1,8655660,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Serviços combinados de escritório e apoio administrativo,Empresarial,Comércio e Serviços,-,Comércio e Serviços,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS
EMPRESAS",Pequeno-Médio,Custeio isolado/ Comercialização,1,155225.84,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividades de profissionais da área de saúde não especificadas anteriormente,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,Mini/Micro,Custeio isolado/ Comercialização,1,18037.95,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Fabricação de esquadrias de metal,Empresarial,Comércio e Serviços,-,Comércio e Serviços,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS",Pequeno,Investimento,2,173624.54,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Lanchonetes, casas de chá, de sucos e similares",Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALIMENTAÇÃO,Pequeno,Custeio isolado/ Comercialização,1,190281,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Lavanderias,Empresarial,Comércio e Serviços,-,Comércio e Serviços,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS,Pequeno,Custeio isolado/ Comercialização,1,101781.3,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Restaurantes e similares,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ALIMENTAÇÃO,Pequeno,Custeio isolado/ Comercialização,1,159694.04,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividade médica ambulatorial com recursos para realização de exames complementares,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,Pequeno,Custeio isolado/ Comercialização,1,241800,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio a varejo de peças e acessórios novos para veículos automotores,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Pequeno,Custeio isolado/ Comercialização,1,285130,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Empresarial,Comércio e Serviços,-,Comércio e Serviços,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Pequeno,Custeio isolado/ Comercialização,1,166211.89,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Produção de pintos de um dia,Empresarial,Comércio e Serviços,-,Comércio e Serviços,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS",Pequeno-Médio,Custeio isolado/ Comercialização,1,453426.18,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividade médica ambulatorial com recursos para realização de exames complementares,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,Pequeno,Custeio isolado/ Comercialização,1,178276.25,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Serviços de manutenção e reparação mecânica de veículos automotores,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Pequeno,Custeio isolado/ Comercialização,1,306000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividade médica ambulatorial com recursos para realização de exames complementares,Empresarial,Comércio e Serviços,-,Comércio e Serviços,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,Pequeno,Capital de Giro Isolado,1,230000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno-Médio,Capital de Giro Isolado,1,234000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Atividades de monitoramento de sistemas de segurança eletrônico,Empresarial,Comércio e Serviços,-,Comércio e Serviços,"ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO",Pequeno,Capital de Giro Isolado,1,200000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",Empresarial,Comércio e Serviços,-,Comércio e Serviços,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Médio I,Capital de Giro Isolado,1,1000000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de artigos de óptica,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Capital de Giro Isolado,1,440000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista de materiais de construção em geral,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno-Médio,Capital de Giro Isolado,1,500000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista especializado de equipamentos e suprimentos de informática,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno,Capital de Giro Isolado,2,750000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Comércio varejista especializado de equipamentos e suprimentos de informática,Empresarial,Comércio e Serviços,-,Comércio e Serviços,COMÉRCIO VAREJISTA,Pequeno-Médio,Capital de Giro Isolado,1,650000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Restaurantes e similares,Empresarial,Industrial,-,Desenvolvimento Industrial,ALIMENTAÇÃO,Pequeno,Capital de Giro Isolado,1,268361.82,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,Serviço de transporte de passageiros - locação de automóveis com motorista,Empresarial,Comércio e Serviços,-,Comércio e Serviços,TRANSPORTE TERRESTRE,Médio I,Capital de Giro Isolado,1,1000000,FCO,2024,Alta Renda e Baixo Dinamismo,não
DF,5300108,BRASILIA,"Serviços de organização de feiras, congressos, exposições e festas",Empresarial,Comércio e Serviços,-,Comércio e Serviços,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS
EMPRESAS",Pequeno,Capital de Giro Isolado,1,400000,FCO,2024,Alta Renda e Baixo Dinamismo,não
