Protocolo_S2iD,Nome_Municipio,Sigla_UF,regiao,Data_Registro,Data_Evento,Cod_Cobrade,tipologia,descricao_tipologia,grupo_de_desastre,Cod_IBGE_Mun,Setores Censitários,Status,DH_Descricao,DH_MORTOS,DH_FERIDOS,DH_ENFERMOS,DH_DESABRIGADOS,DH_DESALOJADOS,DH_DESAPARECIDOS,DH_AFETADOS_SECA_ESTIAGEM,DH_total_danos_humanos_diretos,DH_OUTROS AFETADOS,DM_Descricao,DM_Uni Habita Danificadas,DM_Uni Habita Destruidas,DM_Uni Habita Valor,DM_Inst Saúde Danificadas,DM_Inst Saúde Destruidas,DM_Inst Saúde Valor,DM_Inst Ensino Danificadas,DM_Inst Ensino Destruidas,DM_Inst Ensino Valor,DM_Inst Serviços Danificadas,DM_Inst Serviços Destruidas,DM_Inst Serviços Valor,DM_Inst Comuni Danificadas,DM_Inst Comuni Destruidas,DM_Inst Comuni Valor,DM_Obras de Infra Danificadas,DM_Obras de Infra Destruidas,DM_Obras de Infra Valor,DM_total_danos_materiais,DA_Descricao,DA_Polui/cont da água,DA_Polui/cont do ar,DA_Polui/cont do solo,DA_Dimi/exauri hídrico,DA_Incêndi parques/APA's/APP's,PEPL_Descricao,PEPL_Assis_méd e emergên(R$),PEPL_Abast de água pot(R$),PEPL_sist de esgotos sanit(R$),PEPL_Sis limp e rec lixo (R$),PEPL_Sis cont pragas (R$),PEPL_distrib energia (R$),PEPL_Telecomunicações (R$),PEPL_Tran loc/reg/l_curso (R$),PEPL_Distrib combustíveis(R$),PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPL_total_publico,PEPR_Descricao,PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),PEPR_total_privado,PE_PLePR
PI-P-2204550-14110-20010529,Guaribas,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2204550,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2204808-14110-20010529,Ipiranga do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2204808,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2204907-14110-20010529,Isaías Coelho,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2204907,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2205003-14110-20010529,Itainópolis,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2205003,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2205102-14110-20010529,Itaueira,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2205102,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2205151-14110-20010529,Jacobina do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2205151,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2205201-14110-20010529,Jaicós,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2205201,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2205359-14110-20010529,João Costa,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2205359,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2205524-14110-20010529,Júlio Borges,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2205524,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2205532-14110-20010529,Jurema,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2205532,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2205565-14110-20010529,Lagoa do Barro do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2205565,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2205607-14110-20010529,Landri Sales,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2205607,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2205953-14110-20010529,Marcolândia,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2205953,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2206001-14110-20010529,Marcos Parente,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2206001,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2206050-14110-20010529,Massapê do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2206050,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2206506-14110-20010529,Monsenhor Hipólito,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2206506,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2206654-14110-20010529,Morro Cabeça no Tempo,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2206654,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2206704-14110-20010529,Nazaré do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2206704,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2207009-14110-20010529,Oeiras,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2207009,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2207207-14110-20010529,Padre Marcos,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2207207,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2207306-14110-20010529,Paes Landim,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2207306,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2207355-14110-20010529,Pajeú do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2207355,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2207553-14110-20010529,Paquetá,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2207553,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2207777-14110-20010529,Patos do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2207777,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2207801-14110-20010529,Paulistana,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2207801,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2207850-14110-20010529,Pavussu,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2207850,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2207934-14110-20010529,Pedro Laurentino,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2207934,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2207959-14110-20010529,Nova Santa Rita,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2207959,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2208007-14110-20010529,Picos,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2208007,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2208106-14110-20010529,Pimenteiras,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2208106,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2208205-14110-20010529,Pio IX,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2208205,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2208650-14110-20010529,Queimada Nova,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2208650,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2208874-14110-20010529,Ribeira do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2208874,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2209005-14110-20010529,Rio Grande do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2209005,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2209104-14110-20010529,Santa Cruz do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2209104,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2209351-14110-20010529,Santana do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2209351,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2209377-14110-20010529,Santa Rosa do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2209377,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2209401-14110-20010529,Santo Antônio de Lisboa,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2209401,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2209500-14110-20010529,Santo Inácio do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2209500,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2209559-14110-20010529,São Braz do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2209559,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2209658-14110-20010529,São Francisco de Assis do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2209658,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2209708-14110-20010529,São Francisco do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2209708,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2209856-14110-20010529,São João da Canabrava,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2209856,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2209955-14110-20010529,São João da Varjota,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2209955,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210003-14110-20010529,São João do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210003,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210102-14110-20010529,São José do Peixe,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210102,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210201-14110-20010529,São José do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210201,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210300-14110-20010529,São Julião,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210300,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210359-14110-20010529,São Lourenço do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210359,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210375-14110-20010529,São Luis do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210375,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210391-14110-20010529,São Miguel do Fidalgo,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210391,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210607-14110-20010529,São Raimundo Nonato,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210607,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210623-14110-20010529,Sebastião Barros,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210623,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210706-14110-20010529,Simões,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210706,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210805-14110-20010529,Simplício Mendes,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210805,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210904-14110-20010529,Socorro do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210904,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210938-14110-20010529,Sussuapara,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210938,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210953-14110-20010529,Tamboril do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210953,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2210979-14110-20010529,Tanque do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2210979,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2211357-14110-20010529,Várzea Branca,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2211357,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2211506-14110-20010529,Vera Mendes,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2211506,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2211605-14110-20010529,Vila Nova do Piauí,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2211605,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PI-P-2211704-14110-20010529,Wall Ferraz,PI,Nordeste,05/29/2001,05/29/2001,14110,4,Estiagem e Seca,Climatológico,2211704,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PB-A-2504009-14120-20010530,Campina Grande,PB,Nordeste,05/30/2001,05/30/2001,14120,4,Estiagem e Seca,Climatológico,2504009,,Registro,,0,0,0,0,0,0,5700,5700,5700,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,68000,0,0,0,0,68000,68000
PB-A-2500304-14120-20010530,Alagoa Grande,PB,Nordeste,05/30/2001,05/30/2001,14120,4,Estiagem e Seca,Climatológico,2500304,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6200,0,0,0,0,0,0,0,0,0,180000,186200,,1592500,400000,0,0,1470000,3462500,3648700
PE-A-2606903-14120-20010530,Iguaracy,PE,Nordeste,05/30/2001,05/30/2001,14120,4,Estiagem e Seca,Climatológico,2606903,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,20000000,12000,0,0,0,0,0,0,0,0,20012000,,1518000,310000,0,0,1350000,3178000,23190000
AL-P-2704401-14110-20010530,Major Isidoro,AL,Nordeste,05/30/2001,05/30/2001,14110,4,Estiagem e Seca,Climatológico,2704401,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2911600-14110-20010530,Governador Mangabeira,BA,Nordeste,05/30/2001,05/30/2001,14110,4,Estiagem e Seca,Climatológico,2911600,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2921807-14120-20010530,Mortugaba,BA,Nordeste,05/30/2001,05/30/2001,14120,4,Estiagem e Seca,Climatológico,2921807,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
CE-P-2303931-14110-20010530,Choró,CE,Nordeste,05/30/2001,05/30/2001,14110,4,Estiagem e Seca,Climatológico,2303931,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
CE-P-2308302-14110-20010530,Milagres,CE,Nordeste,05/30/2001,05/30/2001,14110,4,Estiagem e Seca,Climatológico,2308302,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
