Protocolo_S2iD,Nome_Municipio,Sigla_UF,regiao,Data_Registro,Data_Evento,Cod_Cobrade,tipologia,descricao_tipologia,grupo_de_desastre,Cod_IBGE_Mun,Setores Censitários,Status,DH_Descricao,DH_MORTOS,DH_FERIDOS,DH_ENFERMOS,DH_DESABRIGADOS,DH_DESALOJADOS,DH_DESAPARECIDOS,DH_AFETADOS_SECA_ESTIAGEM,DH_total_danos_humanos_diretos,DH_OUTROS AFETADOS,DM_Descricao,DM_Uni Habita Danificadas,DM_Uni Habita Destruidas,DM_Uni Habita Valor,DM_Inst Saúde Danificadas,DM_Inst Saúde Destruidas,DM_Inst Saúde Valor,DM_Inst Ensino Danificadas,DM_Inst Ensino Destruidas,DM_Inst Ensino Valor,DM_Inst Serviços Danificadas,DM_Inst Serviços Destruidas,DM_Inst Serviços Valor,DM_Inst Comuni Danificadas,DM_Inst Comuni Destruidas,DM_Inst Comuni Valor,DM_Obras de Infra Danificadas,DM_Obras de Infra Destruidas,DM_Obras de Infra Valor,DM_total_danos_materiais,DA_Descricao,DA_Polui/cont da água,DA_Polui/cont do ar,DA_Polui/cont do solo,DA_Dimi/exauri hídrico,DA_Incêndi parques/APA's/APP's,PEPL_Descricao,PEPL_Assis_méd e emergên(R$),PEPL_Abast de água pot(R$),PEPL_sist de esgotos sanit(R$),PEPL_Sis limp e rec lixo (R$),PEPL_Sis cont pragas (R$),PEPL_distrib energia (R$),PEPL_Telecomunicações (R$),PEPL_Tran loc/reg/l_curso (R$),PEPL_Distrib combustíveis(R$),PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPL_total_publico,PEPR_Descricao,PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),PEPR_total_privado,PE_PLePR
BA-D-2925907-14120-19941206,Quijingue,BA,Nordeste,12/06/1994,12/06/1994,14120,4,Estiagem e Seca,Climatológico,2925907,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2931905-14120-19941206,Tucano,BA,Nordeste,12/06/1994,12/06/1994,14120,4,Estiagem e Seca,Climatológico,2931905,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SP-J-3550308-12200-19941208,São Paulo,SP,Sudeste,12/08/1994,12/08/1994,12200,2,Enxurradas,Hidrológico,3550308,,Registro,,0,0,0,260,0,0,0,260,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PE-J-2612505-12200-19941216,Santa Cruz do Capibaribe,PE,Nordeste,12/16/1994,12/16/1994,12200,2,Enxurradas,Hidrológico,2612505,,Registro,,0,0,0,40,0,0,0,40,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2930303-14110-19941216,Serra Dourada,BA,Nordeste,12/16/1994,12/16/1994,14110,4,Estiagem e Seca,Climatológico,2930303,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-P-4300059-12200-19941219,Água Santa,RS,Sul,12/19/1994,12/19/1994,12200,2,Enxurradas,Hidrológico,4300059,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MT-P-5100805-12100-19941221,Apiacás,MT,Centro-oeste,12/21/1994,12/21/1994,12100,7,Inundações,Hidrológico,5100805,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MT-P-5106299-12100-19941221,Paranaíta,MT,Centro-oeste,12/21/1994,12/21/1994,12100,7,Inundações,Hidrológico,5106299,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2920106-14110-19941223,Mairi,BA,Nordeste,12/23/1994,12/23/1994,14110,4,Estiagem e Seca,Climatológico,2920106,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2925253-14110-19941223,Ponto Novo,BA,Nordeste,12/23/1994,12/23/1994,14110,4,Estiagem e Seca,Climatológico,2925253,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2928000-14120-19941223,Santaluz,BA,Nordeste,12/23/1994,12/23/1994,14120,4,Estiagem e Seca,Climatológico,2928000,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-R-4113304-12200-19941229,Laranjeiras do Sul,PR,Sul,12/29/1994,12/29/1994,12200,2,Enxurradas,Hidrológico,4113304,,Registro,,0,0,0,1180,0,0,0,1180,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2933307-14110-19941229,Vitória da Conquista,BA,Nordeste,12/29/1994,12/29/1994,14110,4,Estiagem e Seca,Climatológico,2933307,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4202305-12200-19950101,Biguaçu,SC,Sul,01/01/1995,01/01/1995,12200,2,Enxurradas,Hidrológico,4202305,,Registro,,0,0,0,10,50,0,0,60,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-D-4113304-13215-19950101,Laranjeiras do Sul,PR,Sul,01/01/1995,01/01/1995,13215,12,Vendavais e Ciclones,Meteorológico,4113304,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2901502-14110-19950102,Anguera,BA,Nordeste,01/02/1995,01/02/1995,14110,4,Estiagem e Seca,Climatológico,2901502,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2904100-14110-19950102,Boquira,BA,Nordeste,01/02/1995,01/02/1995,14110,4,Estiagem e Seca,Climatológico,2904100,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-P-4104006-12200-19950102,Campina Grande do Sul,PR,Sul,01/02/1995,01/02/1995,12200,2,Enxurradas,Hidrológico,4104006,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-P-4113304-12200-19950102,Laranjeiras do Sul,PR,Sul,01/02/1995,01/02/1995,12200,2,Enxurradas,Hidrológico,4113304,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-P-4119509-12200-19950102,Piraquara,PR,Sul,01/02/1995,01/02/1995,12200,2,Enxurradas,Hidrológico,4119509,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-P-4122156-12200-19950102,Rio Bonito do Iguaçu,PR,Sul,01/02/1995,01/02/1995,12200,2,Enxurradas,Hidrológico,4122156,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-P-4128658-12200-19950102,Virmond,PR,Sul,01/02/1995,01/02/1995,12200,2,Enxurradas,Hidrológico,4128658,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2901353-14120-19950103,Andorinha,BA,Nordeste,01/03/1995,01/03/1995,14120,4,Estiagem e Seca,Climatológico,2901353,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2925931-14110-19950103,Quixabeira,BA,Nordeste,01/03/1995,01/03/1995,14110,4,Estiagem e Seca,Climatológico,2925931,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-D-4107207-12200-19950104,Dois Vizinhos,PR,Sul,01/04/1995,01/04/1995,12200,2,Enxurradas,Hidrológico,4107207,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2900108-14110-19950105,Abaíra,BA,Nordeste,01/05/1995,01/05/1995,14110,4,Estiagem e Seca,Climatológico,2900108,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2904001-14110-19950105,Boninal,BA,Nordeste,01/05/1995,01/05/1995,14110,4,Estiagem e Seca,Climatológico,2904001,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-D-4205407-11321-19950105,Florianópolis,SC,Sul,01/05/1995,01/05/1995,11321,8,Movimento de Massa,Hidrológico,4205407,,Registro,,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4200705-12100-19950106,Alfredo Wagner,SC,Sul,01/06/1995,01/06/1995,12100,7,Inundações,Hidrológico,4200705,,Registro,,0,0,0,23,150,0,0,173,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-R-4125506-12200-19950107,São José dos Pinhais,PR,Sul,01/07/1995,01/07/1995,12200,2,Enxurradas,Hidrológico,4125506,,Registro,,0,0,0,800,0,0,0,800,1000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-R-4119152-12200-19950107,Pinhais,PR,Sul,01/07/1995,01/07/1995,12200,2,Enxurradas,Hidrológico,4119152,,Registro,,0,0,0,1200,0,0,0,1200,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-R-4106902-12200-19950107,Curitiba,PR,Sul,01/07/1995,01/07/1995,12200,2,Enxurradas,Hidrológico,4106902,,Registro,,0,0,0,720,0,0,0,720,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MT-J-5101605-12200-19950108,Barão de Melgaço,MT,Centro-oeste,01/08/1995,01/08/1995,12200,2,Enxurradas,Hidrológico,5101605,,Registro,,0,0,0,2800,0,0,0,2800,700,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MT-D-5107800-12100-19950108,Santo Antônio do Leverger,MT,Centro-oeste,01/08/1995,01/08/1995,12100,7,Inundações,Hidrológico,5107800,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-D-4207304-13215-19950108,Imbituba,SC,Sul,01/08/1995,01/08/1995,13215,12,Vendavais e Ciclones,Meteorológico,4207304,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4214102-12200-19950109,Presidente Nereu,SC,Sul,01/09/1995,01/09/1995,12200,2,Enxurradas,Hidrológico,4214102,,Registro,,0,0,0,0,34,0,0,34,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4202206-12100-19950109,Benedito Novo,SC,Sul,01/09/1995,01/09/1995,12100,7,Inundações,Hidrológico,4202206,,Registro,,0,5,0,0,121,0,0,126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4201257-12200-19950109,Apiúna,SC,Sul,01/09/1995,01/09/1995,12200,2,Enxurradas,Hidrológico,4201257,,Registro,,0,0,0,0,98,0,0,98,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4200606-12200-19950109,Águas Mornas,SC,Sul,01/09/1995,01/09/1995,12200,2,Enxurradas,Hidrológico,4200606,,Registro,,0,0,0,0,52,0,0,52,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4206900-12200-19950109,Ibirama,SC,Sul,01/09/1995,01/09/1995,12200,2,Enxurradas,Hidrológico,4206900,,Registro,,0,0,0,19,0,0,0,19,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2928505-14120-19950109,Santa Terezinha,BA,Nordeste,01/09/1995,01/09/1995,14120,4,Estiagem e Seca,Climatológico,2928505,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4219200-12200-19950109,Vidal Ramos,SC,Sul,01/09/1995,01/09/1995,12200,2,Enxurradas,Hidrológico,4219200,,Registro,,0,0,0,0,0,0,0,0,0,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4215109-12200-19950110,Rodeio,SC,Sul,01/10/1995,01/10/1995,12200,2,Enxurradas,Hidrológico,4215109,,Registro,,0,0,0,0,50,0,0,50,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2905503-14110-19950110,Caldeirão Grande,BA,Nordeste,01/10/1995,01/10/1995,14110,4,Estiagem e Seca,Climatológico,2905503,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2910909-14110-19950110,Firmino Alves,BA,Nordeste,01/10/1995,01/10/1995,14110,4,Estiagem e Seca,Climatológico,2910909,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-D-4116208-12200-19950110,Morretes,PR,Sul,01/10/1995,01/10/1995,12200,2,Enxurradas,Hidrológico,4116208,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-D-4120804-12200-19950110,Quatro Barras,PR,Sul,01/10/1995,01/10/1995,12200,2,Enxurradas,Hidrológico,4120804,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-D-4202701-12200-19950110,Botuverá,SC,Sul,01/10/1995,01/10/1995,12200,2,Enxurradas,Hidrológico,4202701,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2931004-14110-19950111,Tanhaçu,BA,Nordeste,01/11/1995,01/11/1995,14110,4,Estiagem e Seca,Climatológico,2931004,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-D-4111258-12200-19950111,Itaperuçu,PR,Sul,01/11/1995,01/11/1995,12200,2,Enxurradas,Hidrológico,4111258,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-D-4117057-12200-19950111,Nova Laranjeiras,PR,Sul,01/11/1995,01/11/1995,12200,2,Enxurradas,Hidrológico,4117057,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-J-4128203-12100-19950112,União da Vitória,PR,Sul,01/12/1995,01/12/1995,12100,7,Inundações,Hidrológico,4128203,,Registro,,0,0,0,1609,0,0,0,1609,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4208500-12200-19950112,Ituporanga,SC,Sul,01/12/1995,01/12/1995,12200,2,Enxurradas,Hidrológico,4208500,,Registro,,0,0,0,0,284,0,0,284,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2905107-14110-19950112,Caém,BA,Nordeste,01/12/1995,01/12/1995,14110,4,Estiagem e Seca,Climatológico,2905107,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-D-4105201-12100-19950112,Cerro Azul,PR,Sul,01/12/1995,01/12/1995,12100,7,Inundações,Hidrológico,4105201,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-D-4120101-12100-19950112,Porto Amazonas,PR,Sul,01/12/1995,01/12/1995,12100,7,Inundações,Hidrológico,4120101,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-D-4202602-12100-19950112,Bom Retiro,SC,Sul,01/12/1995,01/12/1995,12100,7,Inundações,Hidrológico,4202602,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-D-4203204-12200-19950112,Camboriú,SC,Sul,01/12/1995,01/12/1995,12200,2,Enxurradas,Hidrológico,4203204,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-P-4207502-12200-19950112,Indaial,SC,Sul,01/12/1995,01/12/1995,12200,2,Enxurradas,Hidrológico,4207502,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4213609-12100-19950113,Porto União,SC,Sul,01/13/1995,01/13/1995,12100,7,Inundações,Hidrológico,4213609,,Registro,,0,0,0,397,126,0,0,523,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2924900-14120-19950113,Planaltino,BA,Nordeste,01/13/1995,01/13/1995,14120,4,Estiagem e Seca,Climatológico,2924900,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2926707-14120-19950113,Rio de Contas,BA,Nordeste,01/13/1995,01/13/1995,14120,4,Estiagem e Seca,Climatológico,2926707,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2930154-14120-19950113,Serra do Ramalho,BA,Nordeste,01/13/1995,01/13/1995,14120,4,Estiagem e Seca,Climatológico,2930154,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-P-2930600-14110-19950113,Serrolândia,BA,Nordeste,01/13/1995,01/13/1995,14110,4,Estiagem e Seca,Climatológico,2930600,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-D-4100202-12100-19950113,Adrianópolis,PR,Sul,01/13/1995,01/13/1995,12100,7,Inundações,Hidrológico,4100202,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-D-4209151-12200-19950113,José Boiteux,SC,Sul,01/13/1995,01/13/1995,12200,2,Enxurradas,Hidrológico,4209151,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-D-4210209-12200-19950113,Major Gercino,SC,Sul,01/13/1995,01/13/1995,12200,2,Enxurradas,Hidrológico,4210209,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4215703-12100-19950114,Santo Amaro da Imperatriz,SC,Sul,01/14/1995,01/14/1995,12100,7,Inundações,Hidrológico,4215703,,Registro,,0,0,0,10,0,0,0,10,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-D-4121802-12200-19950114,Ribeirão Claro,PR,Sul,01/14/1995,01/14/1995,12200,2,Enxurradas,Hidrológico,4121802,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4215604-12200-19950115,Santa Rosa de Lima,SC,Sul,01/15/1995,01/15/1995,12200,2,Enxurradas,Hidrológico,4215604,,Registro,,1,0,0,17,0,0,0,18,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-D-4207106-13215-19950115,Ilhota,SC,Sul,01/15/1995,01/15/1995,13215,12,Vendavais e Ciclones,Meteorológico,4207106,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-R-4214300-12300-19950116,Rancho Queimado,SC,Sul,01/16/1995,01/16/1995,12300,1,Alagamentos,Hidrológico,4214300,,Registro,,0,0,0,0,100,0,0,100,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
BA-D-2917003-14120-19950116,Itiúba,BA,Nordeste,01/16/1995,01/16/1995,14120,4,Estiagem e Seca,Climatológico,2917003,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
